"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","UsdlK","lcr4fd href","Cw1rxd","R8c4Qb","Cw1rxd 2","R8c4Qb 2","Jn12ke src","ah5Ghc","ah5Ghc 2","ah5Ghc 3"
"https://www.google.com/maps/place/TANVEER+ASSOCIATES/data=!4m7!3m6!1s0x38dfbd51711fb099:0xa30e273f7f548025!8m2!3d33.703809!4d72.980369!16s%2Fg%2F11hzpn1jxs!19sChIJmbAfcVG93zgRJYBUfz8nDqM?authuser=0&hl=en&rclk=1","TANVEER ASSOCIATES","4.8","(90)","Real estate developer","·","Office No# 4,5","Open","· Closes 7 PM","·","0330 1979311","https://www.google.com/aclk?sa=L&ai=DChsSEwi0y7KLlJOVAxU0hGgJHcXDKv4YACICCAEQChoCd2Y&co=1&ase=2&gclid=CjwKCAjw0dPRBhAPEiwAE5vTTjZZAPVXWQwlLCxkZPSYHWQqbYbnpdbQ476Ne1jUaM3i4vwhLgvuUBoCdRIQAvD_BwE&cid=CAAS0wHkaE0syj2E-dOgd-XcKmZG7i7GPaFh3npR_TlWdnACa7PY5as6i8jbsFNIfoJRXu_r4eon2d3eNdHj3Z_03IEK-xsC3-8rRqXy4FPcqLZTmee1sodGKOT3hzkUkdAnsKBltmpo4w42QMYNO_MfJPLuGqqnkEqql3wgabplF2kqnds008LvXwPdAdS9RrBnJ1wC2Fw6r11LupneNriIE0B8LqOzEKk6-B0sYt5mjjzIIBsIy2GvgEF14gYXEFpWRlVNrrCuyB1vjdc405mFE_FyKmoH&cce=2&category=acrcp_v1_32&sig=AOD64_0GJKxlxUie-zQrV2Ysob8y2Rtojw&adurl&q&ctype=99&nis=6","","Website","","Directions","","","",""
"https://www.google.com/maps/place/Walk-Inn+Apartments+@+F-11+Markaz/data=!4m7!3m6!1s0x38dfbd2c5cddfec5:0x484fa5e8c34a489b!8m2!3d33.682611!4d72.986372!16s%2Fg%2F11ltsjpdb8!19sChIJxf7dXCy93zgRm0hKw-ilT0g?authuser=0&hl=en&rclk=1","Walk-Inn Apartments @ F-11 Markaz","4.6","(38)","Hotel","·","Hamza Road","","","","0326 8426757","https://www.google.com/aclk?sa=L&ai=DChsSEwi0y7KLlJOVAxU0hGgJHcXDKv4YACICCAEQABoCd2Y&co=1&ase=2&gclid=CjwKCAjw0dPRBhAPEiwAE5vTThxpH8hPE5C0tH7A2bc3ul1n7N46LWlAm1eHcdwqULoPSuxNruOv1BoCU5UQAvD_BwE&cid=CAAS0wHkaE0syj2E-dOgd-XcKmZG7i7GPaFh3npR_TlWdnACa7PY5as6i8jbsFNIfoJRXu_r4eon2d3eNdHj3Z_03IEK-xsC3-8rRqXy4FPcqLZTmee1sodGKOT3hzkUkdAnsKBltmpo4w42QMYNO_MfJPLuGqqnkEqql3wgabplF2kqnds008LvXwPdAdS9RrBnJ1wC2Fw6r11LupneNriIE0B8LqOzEKk6-B0sYt5mjjzIIBsIy2GvgEF14gYXEFpWRlVNrrCuyB1vjdc405mFE_FyKmoH&cce=2&category=acrcp_v1_32&sig=AOD64_3Q02Lq3vy3seZrDXE4Xosk4aGNjQ&adurl&q&ctype=99&nis=6","","Website","","Directions","","","",""
"https://www.google.com/maps/place/Pak+Punjab+Estate/data=!4m7!3m6!1s0x38df954059d68449:0xa23dbf1cae4e94db!8m2!3d33.6668511!4d73.073775!16s%2Fg%2F12mkzl43b!19sChIJSYTWWUCV3zgR25ROrhy_PaI?authuser=0&hl=en&rclk=1","Pak Punjab Estate","4.7","(18)","Industrial real estate agency","·","Office no 2-A Plaza 2000 Sector","Open","· Closes 9 PM","·","+92 336 5298883","","","Directions","","","","Online appointments","",""
"https://www.google.com/maps/place/Islamabad+Property+Sale+Purchase/data=!4m7!3m6!1s0x38df95ff26d99d8f:0xc850cea9a8da7cd!8m2!3d33.6687147!4d72.9978791!16s%2Fg%2F11n6v_dkqm!19sChIJj53ZJv-V3zgRzaeNmuoMhQw?authuser=0&hl=en&rclk=1","Islamabad Property Sale Purchase","","","Real estate agency","","·","Open","· Closes 8 PM","","+92 333 5466642","","","Directions","","","","","",""
"https://www.google.com/maps/place/Hasnain+Real+Estate+Consultant/data=!4m7!3m6!1s0x38dfeb947cfd9829:0xdd8b8b7b7b90abf9!8m2!3d33.6463194!4d73.1706043!16s%2Fg%2F11l71w8mh2!19sChIJKZj9fJTr3zgR-auQe3uLi90?authuser=0&hl=en&rclk=1","Hasnain Real Estate Consultant","4.4","(34)","Real estate agency","·","Gulberg Town Ali Pur","Open","· Closes 6 PM","·","+92 333 5372785","http://www.hasnainrealestate.com/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Reliable, professional, and a pleasure to work with highly recommended!""","",""
"https://www.google.com/maps/place/Narowal+Estate,+Real+estate+agent+and+property+dealer/data=!4m7!3m6!1s0x38dfbe224ddcc829:0x9d0bb69a1ddbd2d8!8m2!3d33.6780972!4d73.0168272!16s%2Fg%2F1td4by14!19sChIJKcjcTSK-3zgR2NLbHZq2C50?authuser=0&hl=en&rclk=1","Narowal Estate, Real estate agent and property dealer","5.0","(3)","Commercial real estate agency","·","Narowal Estate, Markaz","Closes soon","· 5 PM · Opens 9 AM Sat","·","+92 333 5707777","https://www.youtube.com/@Zameeninfo","","Website","","Directions","","","",""
"https://www.google.com/maps/place/Precise+Realtors+%26+Builders+%28Pvt%29+Ltd./data=!4m7!3m6!1s0x38dfa31d6b7740df:0x7d36614a598301b4!8m2!3d33.6880683!4d72.8205295!16s%2Fg%2F11fwbcfx00!19sChIJ30B3ax2j3zgRtAGDWUphNn0?authuser=0&hl=en&rclk=1","Precise Realtors & Builders (Pvt) Ltd.","4.9","(38)","Real estate consultant","·","1st floor, Manal arcade, B1 markaz","Closed","· Opens 9 AM Sat","·","+92 334 5533767","https://precisegroup.pk/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Their professionalism and commitment show in every step of the process.""","",""
"https://www.google.com/maps/place/Shahid+Associates+Real+Estate+-+Property+Dealers+in+Gulberg+Islamabad/data=!4m7!3m6!1s0x38dfeb286672ddf7:0xb037d08dc168fa2c!8m2!3d33.5995567!4d73.1542356!16s%2Fg%2F11nfsm_451!19sChIJ991yZijr3zgRLPpowY3QN7A?authuser=0&hl=en&rclk=1","Shahid Associates Real Estate - Property Dealers in Gulberg Islamabad","5.0","(6)","Real estate consultant","·","Office 307, 4th Floor, HM Tower, Business Park","Closed","· Opens 9 AM Sat","·","+92 323 9696971","","","Directions","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Trusted consultant!""","",""
"https://www.google.com/maps/place/RUMI+ESTATE+%26+DEVELOPER/data=!4m7!3m6!1s0x38dfbd81a400b297:0xa3e71a308a4906f4!8m2!3d33.6982924!4d72.9802177!16s%2Fg%2F11s67b_fcs!19sChIJl7IApIG93zgR9AZJijAa56M?authuser=0&hl=en&rclk=1","RUMI ESTATE & DEVELOPER","5.0","(2)","Real estate agency","·","Street 26 E-11/4 fortune Residency","Open","· Closes 8:30 PM","","","","","Directions","","","","","",""
"https://www.google.com/maps/place/ADC+Marketing+Pvt+ltd/data=!4m7!3m6!1s0x38dfbde6c7993b49:0x6252013556058c8c!8m2!3d33.6997025!4d72.9860727!16s%2Fg%2F11s5xp0vb1!19sChIJSTuZx-a93zgRjIwFVjUBUmI?authuser=0&hl=en&rclk=1","ADC Marketing Pvt ltd","4.6","(19)","Real estate consultant","·","·","Open","· Closes 6 PM","Block # 2, Business Bay Avenue, Main Service Rd E","+92 315 8323248","http://adcmarketing.pk/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""... Anosh and his team will provide best options to invest in","real estate","."""
"https://www.google.com/maps/place/TANVEER+ASSOCIATES/data=!4m7!3m6!1s0x38dfbd51711fb099:0xa30e273f7f548025!8m2!3d33.703809!4d72.9803689!16s%2Fg%2F11hzpn1jxs!19sChIJmbAfcVG93zgRJYBUfz8nDqM?authuser=0&hl=en&rclk=1","TANVEER ASSOCIATES","4.8","(90)","Real estate developer","·","First Floor, Plot No# 32-33, Askaan Center, Office No# 4,5, 6 Markaz","Open","· Closes 7 PM","·","+92 330 1979311","http://www.tanveerassociates.com.pk/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Their attention to detail and clear communication really stood out.""","",""
"https://www.google.com/maps/place/Eighteen/data=!4m7!3m6!1s0x38dfbfa2b2716ab1:0x634128e16820955!8m2!3d33.650218!4d72.9823774!16s%2Fg%2F11h0hjq4by!19sChIJsWpxsqK_3zgRVQmCFo4SNAY?authuser=0&hl=en&rclk=1","Eighteen","4.4","(485)","Real estate developer","·","·","Open","· Closes 6 PM","Srinagar Highway, M1 M2 Link Road, adjacent to Sector H-17","+92 315 5111935","https://eighteenpk.com/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""beautiful housing project on a great location""","",""
"https://www.google.com/maps/place/Pakistan+Real+Estate/data=!4m7!3m6!1s0x38dfbddc77bd5add:0x87885dc288db2e05!8m2!3d33.6963024!4d72.985273!16s%2Fg%2F11t9jds0y9!19sChIJ3Vq9d9y93zgRBS7biMJdiIc?authuser=0&hl=en&rclk=1","Pakistan Real Estate","5.0","(1)","Real estate agency","·","House# 272B, St 12","","","","+92 51 2222196","https://www.pakistanrealestate.net/islamabad/bharakahu/179878/l","","Website","","Directions","","","",""
"https://www.google.com/maps/place/Graana.com/data=!4m7!3m6!1s0x38dfbf9b0ec6f253:0x818ef772ce63f960!8m2!3d33.7200622!4d73.0736465!16s%2Fg%2F11g9mhcg1z!19sChIJU_LGDpu_3zgRYPljznL3joE?authuser=0&hl=en&rclk=1","Graana.com","4.2","(326)","Real estate agency","·","Beverly Centre, Jinnah Ave","Closes soon","· 5 PM · Opens 9 AM Mon","·","+92 51 111 555 555","https://www.graana.com/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","State","of the art servicees in"
"https://www.google.com/maps/place/Real+Estate+Islamabad/data=!4m7!3m6!1s0x38dfbf54d48d05cd:0x892f4f778d1ccc5a!8m2!3d33.717034!4d73.0703173!16s%2Fg%2F11q4c8ql4m!19sChIJzQWN1FS_3zgRWswcjXdPL4k?authuser=0&hl=en&rclk=1","Real Estate Islamabad","","","Real estate agent","·","P38C+R48","","","","+92 333 5387211","","","Directions","","","","","",""
"https://www.google.com/maps/place/Realtors+%26+Builders/data=!4m7!3m6!1s0x38df95ed6b98e0af:0x5090cf5112172655!8m2!3d33.6668172!4d73.0743768!16s%2Fg%2F11l_b2d81s!19sChIJr-CYa-2V3zgRVSYXElHPkFA?authuser=0&hl=en&rclk=1","Realtors & Builders","4.8","(12)","Real estate agent","·","no 15 , Second floor","","","","+92 333 9655556","","","Directions","","","","Onsite services","Online appointments",""
"https://www.google.com/maps/place/DBS+-+Dream+Business+Solutions+%28Real+Estate+%26+Builders%29/data=!4m7!3m6!1s0x38dfbd13f72d65a3:0xac829941a7b3f4bc!8m2!3d33.699939!4d72.9804363!16s%2Fg%2F11sv6w4h_k!19sChIJo2Ut9xO93zgRvPSzp0GZgqw?authuser=0&hl=en&rclk=1","DBS - Dream Business Solutions (Real Estate & Builders)","4.8","(5)","Real estate agency","·","House 450-C, Main Double Rd","Open","· Closes 9 PM","·","+92 347 8898798","http://dbsmarketing.com.pk/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Excellent and professionals are working here""","",""
"https://www.google.com/maps/place/Gandhara+Properties+%28Private%29+limited/data=!4m7!3m6!1s0x38dfed42d4361d75:0xfbc0bd5e85915f5a!8m2!3d33.5344466!4d73.1287622!16s%2Fg%2F11xymj3nst!19sChIJdR021ELt3zgRWl-RhV69wPs?authuser=0&hl=en&rclk=1","Gandhara Properties (Private) limited","5.0","(8)","Real estate consultant","·","Rauf Tower, Main, 2 GT Rd, near Amazon Mall","Open","· Closes 7 PM","·","+92 330 7770000","https://www.gandharaproperties.com/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Best experience cooperative staff 100%authentic and reliable""","",""
"https://www.google.com/maps/place/Park+View+City+Islamabad+Location/data=!4m7!3m6!1s0x38dfc3d4003ef0a3:0x2ffea89e12f7be6b!8m2!3d33.7196472!4d73.2036534!16s%2Fg%2F11kjybtys_!19sChIJo_A-ANTD3zgRa773Ep6o_i8?authuser=0&hl=en&rclk=1","Park View City Islamabad Location","4.4","(308)","Real estate developer","·","·","Open 24 hours","","Kuri Road","","","","Directions","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Quality roads, underground wiring, own water/electricity infrastructure.""","",""
"https://www.google.com/maps/place/Firefly+Associates,+Real+Estate+and+Marketing/data=!4m7!3m6!1s0x38dfbdd5af67c2bd:0x5a8c929ca8cc6a7c!8m2!3d33.7004277!4d72.9777242!16s%2Fg%2F11q4gd12d0!19sChIJvcJnr9W93zgRfGrMqJySjFo?authuser=0&hl=en&rclk=1","Firefly Associates, Real Estate and Marketing","5.0","(3)","Real estate agency","·","PX2H+53H, Street 38","Open","· Closes 8 PM","·","+92 301 5070953","","","Directions","","","","","",""
